passo,valor,antigo_saldo_pessoa1,novo_saldo_pessoa1,antigo_saldo_pessoa2,novo_saldo_pessoa2,tipo_transacao,fraude
4,21885.09,71438.47,49553.38,0.0,0.0,pagamento,0
5,120074.73,120074.73,0.0,0.0,0.0,transferencia,1
5,120074.73,120074.73,0.0,0.0,120074.73,saque,1
5,60726.57,60726.57,0.0,0.0,0.0,transferencia,1
5,60726.57,60726.57,0.0,13010502.78,13071229.35,saque,1
5,1281.34,10988.0,9706.66,0.0,0.0,pagamento,0
5,10119.47,10119.47,0.0,0.0,0.0,transferencia,1
5,10119.47,10119.47,0.0,0.0,10119.47,saque,1
5,70830.43,0.0,0.0,156003.57,6100.96,saque,0
6,33332.86,33332.86,0.0,0.0,0.0,transferencia,1
6,33332.86,33332.86,0.0,31002.0,0.0,saque,1
6,38755.91,11603.0,0.0,0.0,0.0,pagamento,0
6,25975.86,25975.86,0.0,0.0,0.0,transferencia,1
6,25975.86,25975.86,0.0,98152.0,28041.27,saque,1
6,26768.5,26768.5,0.0,0.0,0.0,transferencia,1
6,26768.5,26768.5,0.0,101976.0,128744.5,saque,1
6,30521.02,30521.02,0.0,0.0,0.0,transferencia,1
6,30521.02,30521.02,0.0,0.0,30521.02,saque,1
6,12989.69,866.0,0.0,0.0,0.0,pagamento,0
6,216422.0,216422.0,0.0,0.0,0.0,transferencia,1
6,216422.0,216422.0,0.0,10097.0,48630.5,saque,1
6,17320.91,17320.91,0.0,0.0,0.0,transferencia,1
6,17320.91,17320.91,0.0,6244.44,0.0,saque,1
6,17246.0,17246.0,0.0,0.0,101717.84,transferencia,1
6,17246.0,17246.0,0.0,0.0,17246.0,saque,1
6,2962.06,11601.0,8638.94,0.0,0.0,pagamento,0
6,10565.0,10565.0,0.0,0.0,0.0,transferencia,1
6,10565.0,10565.0,0.0,36275.0,24380.72,saque,1
6,10224.0,10224.0,0.0,0.0,0.0,transferencia,1
6,10224.0,10224.0,0.0,0.0,10224.0,saque,1
6,85354.69,85354.69,0.0,0.0,0.0,transferencia,1
6,85354.69,85354.69,0.0,11170.0,10612.55,saque,1
6,13704.0,13704.0,0.0,0.0,1658746.09,transferencia,1
6,13704.0,13704.0,0.0,3382.84,143675.35,saque,1
6,4411.9,10441.0,6029.1,0.0,0.0,pagamento,0
7,374031.59,2675526.8,3049558.38,9602118.61,10187847.95,deposito,0
7,65593.85,0.0,0.0,147470.0,267798.33,saque,0
7,309741.86,2671457.28,2981199.14,618730.52,1360079.51,deposito,0
7,20251.95,454116.45,433864.5,0.0,0.0,pagamento,0
7,5826.48,14621.0,8794.52,0.0,0.0,pagamento,0
7,262434.54,262434.54,0.0,0.0,0.0,transferencia,1
7,262434.54,262434.54,0.0,19525.79,438233.86,saque,1
7,9295.61,230905.0,221609.39,0.0,0.0,pagamento,0
7,1157.15,346.0,0.0,0.0,0.0,pagamento,0
7,21729.0,21729.0,0.0,0.0,0.0,transferencia,1
7,21729.0,21729.0,0.0,27335.0,0.0,saque,1
7,5460002.91,5460002.91,0.0,0.0,0.0,transferencia,1
7,5460002.91,5460002.91,0.0,0.0,9281535.44,saque,1
7,15159.67,906.0,0.0,0.0,0.0,pagamento,0
7,1781.37,68185.0,66403.63,0.0,0.0,pagamento,0
7,1626.45,21006.0,19379.55,0.0,0.0,pagamento,0
7,8588.72,41096.0,32507.28,52993.0,145138.11,transferencia,0
7,164.0,164.0,0.0,0.0,0.0,transferencia,1
7,164.0,164.0,0.0,4068.0,0.0,saque,1
7,21571.0,21571.0,0.0,0.0,0.0,transferencia,1
7,21571.0,21571.0,0.0,30797.41,71140.3,saque,1
7,173577.35,3065415.86,3238993.22,569332.41,281410.24,deposito,0
7,76791.35,8291106.38,8367897.74,100767.0,2658931.59,deposito,0
7,441445.58,441445.58,0.0,0.0,0.0,transferencia,1
7,441445.58,441445.58,0.0,98993.5,0.0,saque,1
7,3424.68,30050.0,26625.32,0.0,0.0,pagamento,0
7,13474.08,57916.12,44442.04,0.0,0.0,pagamento,0
7,56373.73,4917279.52,4973653.25,428225.23,202129.37,deposito,0
7,93436.22,0.0,0.0,254858.99,0.0,saque,0
7,7119.81,4702737.22,4709857.03,720805.97,1521202.97,deposito,0
7,705326.95,10868.0,0.0,6114853.24,8663416.6,transferencia,0
7,7484.6,16437.0,8952.4,0.0,0.0,pagamento,0
7,7251.62,31169.0,23917.38,0.0,0.0,pagamento,0
7,7844.33,205547.0,197702.67,0.0,0.0,pagamento,0
8,276574.68,14443.0,0.0,4757.07,2978988.84,transferencia,0
8,1663.59,0.0,0.0,0.0,0.0,pagamento,0
8,181728.11,0.0,0.0,11397.0,184477.77,saque,1
8,172509.15,1609.0,174118.15,68727.0,0.0,deposito,0
8,135809.08,0.0,0.0,148304.02,253838.43,saque,0
8,39256.23,0.0,0.0,0.0,0.0,pagamento,0
8,10589.6,51728.0,41138.4,0.0,0.0,pagamento,0
8,3737.33,159452.36,155715.02,0.0,0.0,pagamento,0
8,146091.63,56352.0,0.0,9733603.69,9680855.68,saque,0
8,3833.88,31040.0,27206.12,0.0,0.0,pagamento,0
8,357.95,0.0,0.0,0.0,0.0,pagamento,0
8,107176.1,51711.0,0.0,17583.4,109554.1,saque,0
8,999114.03,18643.0,0.0,133880.86,1157398.83,transferencia,0
8,1638603.09,66723.0,0.0,34887.1,2675912.96,transferencia,0
8,31109.06,3070196.81,3101305.87,198622.23,113248.95,deposito,0
8,199607.79,20291.0,0.0,20374.0,21934.75,saque,0
8,112550.7,191918.22,304468.92,182605.13,70054.43,deposito,0
8,222.0,222.0,0.0,0.0,267095.19,transferencia,1
8,222.0,222.0,0.0,24708.0,171647.35,saque,1
8,15019.36,28024.0,13004.64,0.0,0.0,pagamento,0
8,78559.81,2728.0,81287.81,0.0,0.0,deposito,0
8,90137.3,556389.56,646526.86,176133.45,85996.15,deposito,0
8,300371.42,8082.0,0.0,0.0,115423.17,transferencia,0
8,78.75,12828.0,12749.25,0.0,0.0,pagamento,0
8,58816.04,1137930.01,1196746.05,253141.54,389716.43,deposito,0
8,213633.06,136768.0,0.0,10154.0,0.0,saque,0
8,3310.71,2563786.6,2560475.89,0.0,0.0,pagamento,0
8,24048.33,20195.49,0.0,0.0,0.0,pagamento,0
8,2753.99,0.0,0.0,0.0,0.0,pagamento,0
8,600995.0,0.0,0.0,1013466.83,2907944.14,saque,0
8,1996.17,1996.17,0.0,0.0,0.0,transferencia,1
8,1996.17,1996.17,0.0,2559.74,4555.92,saque,1
8,277305.71,0.0,0.0,1404043.2,0.0,saque,0
8,6319.43,124395.94,118076.5,0.0,0.0,pagamento,0
8,1078013.76,0.0,0.0,0.0,970749.68,transferencia,1
8,487260.44,0.0,0.0,4403132.55,4791597.89,saque,0
8,81325.66,23165.0,104490.66,0.0,0.0,deposito,0
8,11236.16,21836.0,10599.84,0.0,0.0,pagamento,0
8,508957.31,0.0,0.0,788107.82,1297065.13,transferencia,0
8,62436.71,42109.0,104545.71,0.0,0.0,deposito,0
8,7793.0,45422.5,37629.5,0.0,0.0,pagamento,0
8,101919.55,2534489.77,2636409.32,265759.15,163839.59,deposito,0
8,432118.89,251753.14,0.0,664408.32,1268298.74,saque,0
8,119382.65,12337808.29,12457190.94,973709.75,854327.1,deposito,0
8,92811.61,1160.0,93971.61,11245.83,0.0,deposito,0
8,6447.84,6985.0,537.16,0.0,0.0,pagamento,0
8,9685.51,0.0,0.0,0.0,0.0,pagamento,0
8,4513.14,9025.0,4511.86,0.0,0.0,pagamento,0
8,348142.57,1402600.73,1750743.3,3260478.15,2912335.58,deposito,0
8,3616.27,4508.0,891.73,0.0,0.0,pagamento,0
8,103910.99,277638.39,173727.4,5038256.49,5743302.38,saque,0
8,24707.43,0.0,0.0,0.0,0.0,pagamento,0
8,6748.73,10906655.14,10913403.87,90501.66,37230.55,deposito,0
8,1185.53,33041.0,31855.47,151807.0,152992.53,debito,0
8,69505.13,8481497.25,8551002.38,101507.0,0.0,deposito,0
8,326777.46,2283422.7,2610200.17,442355.24,743037.54,deposito,0
8,89631.24,89631.24,0.0,0.0,0.0,transferencia,1
8,89631.24,89631.24,0.0,21175.0,0.0,saque,1
8,665000.08,1314732.14,649732.06,1564621.95,2441891.27,transferencia,0
8,29707.86,29707.86,0.0,0.0,0.0,transferencia,1
8,29707.86,29707.86,0.0,10935.0,0.0,saque,1
8,27802.31,20423.0,0.0,124495.96,0.0,saque,0
8,242846.65,57244.43,0.0,36835.0,1083709.83,saque,0
8,43092.0,43092.0,0.0,0.0,0.0,transferencia,1
8,43092.0,43092.0,0.0,660641.74,1158662.9,saque,1
8,325005.6,920.0,0.0,443364.01,768369.61,saque,0
8,4296.07,72.0,0.0,0.0,0.0,pagamento,0
9,556218.01,556218.01,0.0,0.0,0.0,transferencia,1
9,556218.01,556218.01,0.0,0.0,582265.81,saque,1
9,138025.45,0.0,0.0,199768.0,0.0,saque,0
9,17398.22,0.0,0.0,0.0,0.0,pagamento,0
9,11308.0,11308.0,0.0,0.0,0.0,transferencia,1
9,11308.0,11308.0,0.0,0.0,302550.56,saque,1
9,117093.24,10423.0,0.0,701465.13,1383628.36,saque,0
9,8964.96,105926.0,96961.04,0.0,0.0,pagamento,0
9,90131.1,0.0,0.0,110426.0,200557.1,transferencia,0
9,8947.5,0.0,0.0,0.0,0.0,pagamento,0
9,223697.92,990499.37,1214197.29,356458.0,0.0,deposito,0
9,51858.2,8550624.39,8602482.59,443401.51,1302188.51,deposito,0
9,5983.59,76816.0,70832.41,0.0,0.0,pagamento,0
9,16217.12,30738.0,14520.88,402899.63,419116.75,saque,0
9,132461.19,7051369.29,7183830.48,204699.1,72237.9,deposito,0
9,2420877.65,10293.0,0.0,207353.78,3366530.7,transferencia,0
9,15069.95,0.0,0.0,0.0,0.0,pagamento,0
9,7538.5,31303.0,23764.5,563982.64,571521.14,debito,0
9,36009.97,0.0,0.0,319336.76,355346.73,saque,0
9,48314.34,5461733.98,5510048.32,106176.0,118374.06,deposito,0
9,13088.69,12229041.66,12242130.35,17447.0,4358.31,deposito,0
9,28955.95,385356.66,356400.71,0.0,0.0,pagamento,0
9,1001852.06,228329.96,0.0,1518177.26,2426054.3,transferencia,0
9,42130.0,0.0,0.0,783996.75,826126.74,saque,0
9,85735.62,21242.0,106977.62,28590.95,0.0,deposito,0
9,88808.5,0.0,0.0,378464.41,200264.7,saque,0
9,477913.36,1907.0,0.0,82140.14,560053.5,saque,0
9,4885.41,18740.0,23625.41,241374.23,236488.82,deposito,0
9,295900.82,562120.42,266219.6,1796676.15,2092576.97,saque,0
9,8909.34,61950.27,53040.93,0.0,0.0,pagamento,0
9,6821.79,156823.05,150001.26,0.0,0.0,pagamento,0
9,73706.28,1097295.01,1023588.73,498014.68,571720.96,saque,0
9,112367.84,14771.0,127138.84,754095.34,1908213.12,deposito,0
9,350705.74,350705.74,0.0,0.0,1184633.07,transferencia,1
9,350705.74,350705.74,0.0,894760.68,1794033.65,saque,1
9,208408.31,0.0,0.0,459889.72,239081.74,saque,0
9,11141.21,0.0,0.0,0.0,0.0,pagamento,0
9,25552.09,10078.0,35630.09,51916.0,0.0,deposito,0
9,181398.63,99989.0,0.0,59586.0,151630.56,saque,0
9,9536.62,232894.63,223358.02,0.0,0.0,pagamento,0
9,20673.44,1060.0,0.0,0.0,0.0,pagamento,0
9,2539898.07,2539898.07,0.0,0.0,261290.69,transferencia,1
9,2539898.07,2539898.07,0.0,968.0,1842864.22,saque,1
9,361559.69,361559.69,0.0,0.0,141302.12,transferencia,1
9,361559.69,361559.69,0.0,504667.31,189441.24,saque,1
9,17399.12,1200234.22,1182835.1,0.0,0.0,pagamento,0
9,27898.36,729601.0,701702.64,0.0,0.0,pagamento,0
9,11307.82,64310.14,53002.32,0.0,0.0,pagamento,0
9,6665.57,119378.51,112712.94,0.0,0.0,pagamento,0
9,131560.98,22133.0,153693.98,155856.0,316515.76,deposito,0
9,134379.35,76139.18,210518.53,36991.15,0.0,deposito,0
9,179452.02,281.0,0.0,0.0,179452.02,saque,0
9,1738729.23,238.0,0.0,10424.0,2970256.26,transferencia,0
9,19739.06,21095.0,1355.94,0.0,0.0,pagamento,0
9,26688.66,50792.0,24103.34,0.0,0.0,pagamento,0
9,122172.55,259077.93,136905.38,785328.4,1028156.82,saque,0
9,65666.56,0.0,0.0,382697.69,0.0,saque,0
9,36644.88,45325.0,8680.12,15379.0,23703.42,saque,0
9,18193.91,0.0,0.0,0.0,0.0,pagamento,0
9,8717.7,43685.94,34968.24,0.0,0.0,pagamento,0
9,20792.23,0.0,0.0,0.0,0.0,pagamento,0
9,16357.98,172877.7,156519.72,0.0,0.0,pagamento,0
9,23034.27,382146.64,359112.38,0.0,0.0,pagamento,0
9,121383.56,9425874.17,9547257.74,346408.81,30127.25,deposito,0
9,19713.92,255276.86,235562.94,0.0,0.0,pagamento,0
9,12251.95,62556.92,50304.97,179500.0,61813.93,saque,0
9,86315.45,2149338.31,2235653.75,800652.19,846810.99,deposito,0
9,6520.94,0.0,0.0,0.0,0.0,pagamento,0
9,20963.1,21334.0,370.9,0.0,0.0,pagamento,0
9,1154353.99,1154353.99,0.0,0.0,10872.9,transferencia,1
9,1154353.99,1154353.99,0.0,162222.0,1965587.6,saque,1
9,37972.4,0.0,0.0,1260071.34,3215045.94,saque,0
9,21922.0,21922.0,0.0,0.0,0.0,transferencia,1
9,21922.0,21922.0,0.0,1929861.61,2046918.8,saque,1
9,343095.29,0.0,0.0,452224.91,711069.78,saque,0
9,72156.32,2117706.33,2189862.64,1150535.32,1456419.84,deposito,0
9,25804.46,39755.0,13950.54,0.0,0.0,pagamento,0
9,10090.08,15608.0,5517.92,0.0,0.0,pagamento,0
9,655393.03,416.0,0.0,119599.8,0.0,transferencia,0
9,9209.36,58356.67,49147.31,0.0,0.0,pagamento,0
9,994453.2,1437370.87,442917.67,194812.76,665743.67,transferencia,1
9,296409.5,8983345.48,9279754.98,2946642.0,3755983.98,deposito,0
9,16695.4,101310.0,84614.6,0.0,0.0,pagamento,0
9,1564920.61,0.0,0.0,16588468.21,21542986.82,transferencia,0
9,3512.07,5467.0,1954.93,0.0,0.0,pagamento,0
9,297424.7,39810.0,337234.7,0.0,145570.87,deposito,0
9,256361.89,2020052.18,1763690.29,16936086.95,17366868.37,saque,0
9,149026.77,0.0,0.0,3042031.46,3642674.78,saque,0
9,60925.49,8611069.67,8671995.16,145527.37,18246.61,deposito,0
9,216615.82,16737490.88,16954106.7,874290.02,282637.89,deposito,0
9,12086.71,0.0,0.0,105911.51,117998.22,saque,0
9,4812.85,18930.0,14117.15,0.0,0.0,pagamento,0
9,218971.29,7018.0,225989.29,55581.0,0.0,deposito,0
9,128040.13,6411567.44,6539607.57,1105453.43,270654.96,deposito,0
9,18605.15,41087.0,22481.85,0.0,0.0,pagamento,0
9,100533.19,35784.0,0.0,180218.0,0.0,saque,0
9,1871487.86,0.0,0.0,2183506.39,5160047.87,transferencia,0
9,160019.02,0.0,0.0,569038.8,55788.51,saque,0
9,90066.3,2667455.23,2757521.52,14805274.43,14792371.53,deposito,0
9,407474.24,266321.82,0.0,5005.0,312972.26,saque,0
9,2594.81,127422.69,124827.88,0.0,0.0,pagamento,0
9,1445833.65,2995.0,0.0,0.0,2357449.26,transferencia,0
9,26541.95,2405740.54,2432282.5,40425.0,184531.35,deposito,0
9,299553.09,88.0,0.0,2089798.31,2849463.74,saque,0
9,3972.14,0.0,0.0,0.0,0.0,pagamento,0
9,67534.37,0.0,0.0,598277.47,19166.48,saque,0
9,15247.45,110759.0,95511.55,111238.42,1561678.17,saque,0
9,98131.23,0.0,0.0,109484.88,77668.49,saque,0
9,190925.73,167883.79,0.0,163017.03,994858.25,saque,0
9,241556.82,5550810.78,5792367.6,780544.02,538987.2,deposito,0
9,1055.0,1055.0,0.0,0.0,0.0,transferencia,1
9,1055.0,1055.0,0.0,75179.0,0.0,saque,1
9,85588.29,30122.0,0.0,118195.52,0.0,saque,0
9,164634.14,47495.83,0.0,1161013.01,1434885.41,saque,0
9,109353.49,83396.83,0.0,17448.0,0.0,saque,0
9,6203.62,20930.0,14726.38,0.0,0.0,pagamento,0
9,277105.21,3157.0,280262.21,10906.0,381684.33,deposito,0
9,268007.38,0.0,0.0,272816.73,1806646.16,saque,0
9,158365.19,0.0,0.0,312547.44,197576.47,saque,0
9,207219.66,2997959.54,3205179.2,2036655.8,3119581.53,deposito,0
9,565689.03,53252.0,0.0,616910.97,1639884.07,transferencia,0
9,312375.4,63770.0,376145.4,363303.41,50928.01,deposito,0
9,244068.01,244068.01,0.0,0.0,0.0,transferencia,1
9,244068.01,244068.01,0.0,0.0,338538.16,saque,1
9,96391.1,254.0,96645.1,324206.83,0.0,deposito,0
10,59835.0,59835.0,0.0,0.0,0.0,transferencia,1
10,59835.0,59835.0,0.0,255480.76,315315.76,saque,1
10,16188.2,10800.0,26988.2,0.0,0.0,deposito,0
10,283619.59,5692.0,289311.59,922999.25,2257978.71,deposito,0
10,494.64,219874.0,219379.36,0.0,0.0,pagamento,0
10,141812.4,22522.0,164334.4,852230.23,730414.88,deposito,0
10,20883.25,1542078.48,1521195.23,0.0,0.0,pagamento,0
10,174893.38,277.51,0.0,388678.17,992673.26,saque,0
10,270740.28,533.0,0.0,130301.45,715586.95,saque,0
10,200078.16,0.0,0.0,518697.43,360662.22,saque,0
10,169881.75,328737.0,158855.25,141492.63,2105853.68,saque,0
10,91156.89,0.0,0.0,146302.25,422845.47,saque,0
10,116648.69,0.0,0.0,433563.31,266695.09,saque,0
10,200536.64,0.0,0.0,228593.5,429130.14,saque,0
10,16448.94,1292541.61,1276092.67,0.0,0.0,pagamento,0
10,230095.93,0.0,0.0,266004.47,523987.54,saque,0
10,83769.79,26104.0,0.0,526215.48,609985.27,saque,0
10,277970.88,0.0,0.0,0.0,277970.88,saque,1
10,123214.65,277.0,0.0,899764.67,817920.72,saque,0
10,308282.32,8332.93,316615.25,642333.46,334051.13,deposito,0
10,14262.18,1954437.51,1940175.32,0.0,0.0,pagamento,0
10,72701.61,3952868.49,4025570.1,543156.83,578782.83,deposito,0
10,11442.74,1019053.18,1007610.45,0.0,0.0,pagamento,0
10,2597.57,2052569.55,2049971.98,0.0,0.0,pagamento,0
10,405222.09,3195073.44,3600295.54,1676916.32,0.0,deposito,0
10,89513.95,9022.0,98535.95,1624791.98,1573494.22,deposito,0
10,147505.55,0.0,0.0,247058.83,394564.37,saque,0
10,250958.88,1339.0,0.0,742391.07,1042258.01,saque,0
10,18056.76,0.0,0.0,0.0,0.0,pagamento,0
10,185977.76,5460.0,191437.76,900888.58,40027.63,deposito,0
10,7885.71,0.0,0.0,0.0,0.0,pagamento,0
10,142893.49,20723.0,0.0,303827.55,446721.04,saque,0
10,3386.73,55715.0,52328.27,0.0,0.0,pagamento,0
10,3907.22,0.0,0.0,0.0,0.0,pagamento,0
10,213747.01,4376734.12,4590481.14,2885191.09,2671444.08,deposito,0
10,223302.32,0.0,0.0,9327926.23,9551228.55,saque,0
10,135890.69,0.0,0.0,15915024.09,16050914.78,saque,0
10,9239.05,96069.0,86829.95,0.0,0.0,pagamento,0
10,20680.78,3055902.68,3035221.91,2367008.64,3165481.91,saque,0
10,1457064.23,6963.0,0.0,13183.0,1465923.36,transferencia,0
10,339.19,0.0,0.0,0.0,0.0,pagamento,0
10,362202.29,90123.3,0.0,0.0,362202.29,saque,0
10,20458.25,7757377.58,7777835.83,98126.74,77668.49,deposito,0
10,5206.81,1855.0,0.0,0.0,0.0,pagamento,0
10,4746.53,10203.0,5456.47,0.0,0.0,pagamento,0
10,269278.75,5296.0,0.0,0.0,269278.75,saque,0
10,36383.39,813.0,0.0,0.0,36383.39,saque,0
10,17999.84,431735.43,413735.59,0.0,17999.84,saque,0
10,319567.23,12300.0,0.0,30406.0,349973.23,saque,0
10,14678.07,10144.0,0.0,0.0,0.0,pagamento,0
10,9219.67,0.0,0.0,0.0,0.0,pagamento,0
10,11547.57,19801.0,8253.43,0.0,0.0,pagamento,0
10,19074.33,597.0,0.0,0.0,0.0,pagamento,0
10,542875.67,6061.0,0.0,0.0,913244.83,saque,0
10,171861.26,0.0,0.0,1170826.96,1342688.22,saque,0
10,19733.27,3892436.19,3912169.46,214524.0,155345.68,deposito,0
10,264581.55,5246718.35,5511299.89,2742495.18,2477913.64,deposito,0
10,40815.21,5898650.15,5939465.35,184019.03,143203.82,deposito,0
10,1369884.31,4107246.33,2737362.01,1626517.61,3127178.12,transferencia,0
10,93810.76,93810.76,0.0,0.0,0.0,transferencia,1
10,93810.76,93810.76,0.0,4096048.05,4189858.81,saque,1
10,6271.14,10974.0,4702.86,0.0,0.0,pagamento,0
10,191096.26,0.0,0.0,2760562.93,2951659.19,saque,0
10,20010.33,164407.2,144396.88,0.0,0.0,pagamento,0
10,11834.84,2137307.66,2125472.82,0.0,0.0,pagamento,0
10,396026.32,11454.0,0.0,0.0,1677035.67,saque,0
10,118810.06,107917.0,226727.06,587747.79,251371.19,deposito,0
10,8654.94,189245.38,180590.44,0.0,0.0,pagamento,0
10,94198.68,22482.0,0.0,207264.78,301463.46,saque,0
10,664845.6,0.0,0.0,1642684.04,2616079.82,transferencia,0
10,14672.45,11534.0,0.0,0.0,0.0,pagamento,0
10,5208.4,779889.02,774680.62,0.0,0.0,pagamento,0
10,1338.87,21384.0,20045.13,0.0,0.0,pagamento,0
10,10799.83,79471.0,68671.17,0.0,0.0,pagamento,0
10,9369.32,15458.0,6088.68,0.0,0.0,pagamento,0
10,3266.2,16668.0,13401.8,0.0,0.0,pagamento,0
10,4917.33,0.0,0.0,0.0,0.0,pagamento,0
10,4136.24,60109.0,55972.76,0.0,0.0,pagamento,0
10,503405.88,503405.88,0.0,0.0,0.0,transferencia,1
10,503405.88,503405.88,0.0,29669.0,533074.88,saque,1
10,349387.76,8043.0,357430.76,2161141.68,1811753.92,deposito,0
10,7099.24,0.0,0.0,0.0,0.0,pagamento,0
10,2344.58,74392.0,72047.42,0.0,0.0,pagamento,0
10,367785.26,257031.33,0.0,565616.5,1335781.0,saque,0
10,13271.35,644501.39,631230.04,0.0,0.0,pagamento,0
10,2662734.59,2662734.59,0.0,0.0,0.0,transferencia,1
10,2662734.59,2662734.59,0.0,14165.62,2930405.33,saque,1
10,5473.49,21024.0,15550.51,0.0,0.0,pagamento,0
10,9217.19,9217.19,0.0,0.0,96795.6,transferencia,1
10,9217.19,9217.19,0.0,0.0,9217.19,saque,1
10,150121.02,0.0,0.0,978175.04,1115590.58,saque,0
10,7881.99,8274.0,392.01,0.0,0.0,pagamento,0
10,14383.81,42876.74,28492.94,0.0,0.0,pagamento,0
10,532191.8,0.0,0.0,3287476.52,3745046.99,transferencia,0
10,13356.1,0.0,0.0,0.0,0.0,pagamento,0
10,22373.2,748398.88,726025.68,0.0,0.0,pagamento,0
10,580752.8,0.0,0.0,1130564.27,2296368.43,saque,0
10,435460.05,19823.0,0.0,581454.32,1065937.8,saque,0
10,12661.39,0.0,0.0,0.0,0.0,pagamento,0
10,45089.43,5537665.27,5582754.7,2921887.85,2802877.02,deposito,0
10,212607.32,38827.0,0.0,1430799.53,1643406.86,saque,0
10,89482.77,3638450.62,3727933.39,1568029.48,1478546.72,deposito,0
11,171008.68,948.0,171956.68,206597.47,41203.55,deposito,0
11,130540.81,157658.0,288198.81,124299.3,681921.41,deposito,0
11,6422.0,0.0,0.0,0.0,0.0,pagamento,0
11,257527.87,23352.0,0.0,0.0,159795.91,saque,0
11,181115.44,42043.0,223158.44,19392.0,0.0,deposito,0
11,10339.07,0.0,0.0,0.0,0.0,pagamento,0
11,377503.59,13655615.02,14033118.6,3597321.88,4422080.35,deposito,0
11,285736.39,0.0,0.0,824394.72,1538804.57,transferencia,0
11,669.57,0.0,0.0,0.0,0.0,pagamento,0
11,315184.44,786097.25,470912.81,258.0,0.0,saque,0
11,50827.64,0.0,0.0,12709503.23,12760330.87,saque,0
11,86435.59,0.0,0.0,1763209.1,1893172.14,saque,0
11,323187.7,0.0,0.0,361819.28,866781.76,saque,0
11,84176.83,21421.0,0.0,139377.86,223554.69,saque,0
11,667634.93,393688.85,0.0,818247.67,1485882.6,transferencia,0
11,2619.4,0.0,0.0,0.0,0.0,pagamento,0
11,1457.72,8065.0,6607.28,0.0,0.0,pagamento,0
11,694785.34,52962.0,0.0,12038.0,706823.34,saque,0
11,515071.23,40701.0,0.0,340506.58,1406384.55,transferencia,0
